,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2.0,14.382981848403759,25.078921775900795,-23.777415510299733,4.175265184445351,-104.88122028762155,-155.8250559284281,-140.25905510439182,38.042088946779984,-91.60004239738423,-73.64482501608873,103.27686402976637,-28.571361556222904,13.18124221720123,22.74619118027141,-17.161587816829893,-113.39574105163942,-0.9270000000000209,-28.31099999999998
1,2.0,20.29377221227776,-22.849086930117394,3.627035842998879,-23.932206480147755,8.385305398858947,112.59920156672104,-3.3725665534572187,-21.345075268746967,-6.629069122976688,-2.2626788540434006,6.4044946416038755,7.808808381546584,-111.3187770258668,-79.37850665483006,-63.98352776502014,-3.043763826657795,3.6059999999999945,13.691000000000003
2,2.0,-4.64112704264862,-8.956443342752678,19.06014190856996,29.900934245676694,-133.42125012501145,-5.3190686488241,88.24903680313497,40.22164380999235,14.097537302165648,-10.05260872971624,-12.132401028096382,0.18050280078335845,-27.58309570553689,-12.548292447873024,-19.988629912867196,-25.131742151186018,5.436000000000007,2.7029999999999745
3,2.0,63.10334116014068,148.3003680983354,-104.69805629792815,-61.768579483226915,-129.6462112841714,-105.7382909169471,-105.09100037726903,-36.17441464627677,75.61022911843236,-6.714700799914581,-68.13740884269184,-17.245349154676262,-11.470774811085334,-0.4642864602557495,21.522167464253755,19.535342447566265,-0.9180000000000064,-0.9379999999999882
4,2.0,6.408704155739613,-1.0935046231642502,-2.137984412789578,-0.11610187668557614,-3.272490036223644,-1.1032822264566846,-6.717163707135057,1.6380061402550012,6.902274824480486,11.956767585903108,-16.488896505777404,-26.125863944910144,1.6318416731800767,3.1657777650589196,-146.61327048128942,-44.03299242796486,-3.6549999999999727,0.8659999999999854
5,2.0,-58.72599783042737,-123.34880782774802,-70.23554143678139,101.55262831180809,4.837640790295296,26.98408924167427,25.56150240604991,48.08913753357199,0.30818270683501225,-14.63114804559116,5.3426316644254115,22.261141291727284,1.575302754507419,-71.86917548191212,-22.958466440856967,-47.34839459815332,-4.538000000000011,-4.593999999999994
6,2.0,25.5147132382052,130.90803559837386,-138.376633562556,-28.0600967155612,-47.78442490983058,-21.35007943033969,-115.40603870352578,-25.364319015451386,-8.539466204427711,9.997448708892449,3.7851040121378645,-37.820066988956796,-2.9047342160394862,26.571961913806312,-37.446084111167494,6.917433475196788,-0.009000000000014552,7.347999999999985
7,2.0,7.593176550250277,10.898713896274359,-40.92464004620486,-34.88128826127257,-93.62174877784578,-93.58215805168628,-75.99563882299933,-120.46526965000005,2.6275983207055447,-7.2094474777494355,-16.687881650833276,16.656725293595997,-0.5719363302305851,7.023291529697104,23.96941637544046,-17.30474369435578,2.7069999999999936,-0.9300000000000068
8,2.0,0.8727192143472564,-17.450864557759758,1.140008665444583,31.790382091528073,12.2174260380217,94.61186338299436,9.040496344965263,52.628070157437186,9.206815386807605,3.3837243390286034,13.717156642359654,14.488333701027344,7.911576724199932,7.960953279589688,121.4698781662098,49.136859872292135,3.6210000000000093,-2.694000000000017
9,2.0,8.108940387881788,6.878838949677643,-48.32268262694167,-111.14273301734015,-128.04059885389415,-152.14295026679548,-58.20894731393507,44.281719264906876,-86.03391761222493,-70.30027052393584,77.79424485041697,66.44737603250005,-7.844978245106688,148.82572225964697,114.48121713580728,-46.007742716952066,0.929000000000002,-17.26599999999999
