,Unnamed: 0,Nose-Neck-RShoulder,Nose-Neck-LShoulder,Neck-RShoulder-RElbow,Neck-LShoulder-LElbow,RShoulder-RElbow-RWrist,LShoulder-LElbow-LWrist,RHip-RShoulder-RElbow,LHip-LShoulder-LElbow,MidHip-RHip-RShoulder,MidHip-LHip-LShoulder,MidHip-RHip-RKnee,MidHip-LHip-LKnee,RHip-RKnee-RAnkle,LHip-LKnee-LAnkle,RKnee-RAnkle-RBigToe,LKnee-LAnkle-LBigToe,MidHip-X,MidHip-Y
3,3,82.84341453055872,92.17179894664064,122.79007980307294,128.74100339040876,41.226818323353335,41.60325866709983,41.96568980929539,46.90321713780785,94.19738980583286,94.55659384721528,91.96768946799718,89.59379336075483,175.9368401502541,174.92867634146685,177.8430359303771,146.13650954227015,329.416,247.18
56,56,85.07252573184505,89.35123757816926,49.39273682027334,146.54540510491898,175.81101568031443,129.3587377702773,122.5966578506924,123.42415709504162,98.64550064354172,92.43406566454703,74.49185847800605,93.13966084452088,178.2307447462288,120.33706071809466,144.91092796020072,104.15367194895896,401.177,264.125
115,115,89.05491521856393,85.67289538379237,145.61185098223822,129.5405709616653,63.64681260314844,153.03973221676011,69.82863407930739,41.952756500704304,93.46755818209952,101.63555304869531,112.94964764938663,109.43003476956578,131.98993194868066,138.82825714756908,90.3844011338514,124.44620755316384,351.56,270.662
204,204,92.38639549400416,84.4754613186051,152.78791290599628,41.46260563500866,134.26703538960606,178.5104580234416,112.5267309380847,109.89661814004842,86.14643244834784,101.05306873433646,89.41265315643963,68.90062483570317,173.23634817083618,177.70670333641823,108.09696456895956,130.35957039471324,290.248,241.957
302,302,90.41187447357512,89.30555951151045,131.64026919279738,146.8251887843935,163.11053281475083,52.21326938318969,47.09525694558392,64.49890626716729,100.81381880212132,95.66282225265344,112.9522858905826,89.49147873444464,151.9595228807808,161.60954763012592,111.45471336559314,132.07974412736365,393.376,251.062
351,351,80.53872723379777,93.68464055220016,134.77309522583553,125.19164753837444,36.41523024087858,18.19721976493941,50.04299517785374,42.92227935486634,96.25618536674612,91.04987175153506,108.01173769305169,91.46056736501494,170.6755876444587,171.96793886064168,173.46654644026276,127.18672548975464,450.737,260.228
360,360,76.79228094137294,100.01531163356816,145.33384561798607,143.65705769263408,99.26674052417306,172.9838149290054,65.88398101392629,53.17408999189338,91.74516625826608,95.46942537882757,79.36734523266666,96.5032341988541,58.6631401134389,155.3698939045372,120.22186666319573,110.73946876933486,463.848,257.591
394,394,84.22048483275128,88.89477026217935,46.7372406209354,146.98264135894206,177.4622343997717,132.69339309686995,118.0911789307898,124.17605332690664,95.60091563959104,97.8814223914696,71.74342889758938,77.35095721539886,178.65256629909365,169.7479343116762,151.28081705760823,113.91493139495566,496.459,264.123
476,476,86.56249484998767,87.94696316159246,144.5448752091966,128.06619508166492,59.82239058899073,152.04578851469773,67.64514959694169,41.46176738149929,91.86278240140923,99.20294366086856,104.29254932813272,102.23288061012958,152.14286254011083,164.2365258967367,109.36471842645688,133.70213978165302,432.515,256.279
557,557,81.9994576665976,95.42293309747244,152.3677078838118,47.20248646801655,138.85708034180604,179.61071939012302,111.24635390743391,112.29356629416542,91.20348921901696,105.57798803906807,93.89780738338338,62.15128110468051,162.81400981309017,179.96028457188962,103.9161201452801,134.62050694465893,377.656,244.535
669,669,95.22018308045524,84.3769923037722,129.92009423084497,151.86648857621134,160.91886099918824,44.22272225103256,43.87255899325461,70.48314451495439,96.68199176898096,95.5330251886335,99.27785247295547,89.97375832183948,166.96303358729418,163.36910428087867,121.86057727934804,123.58276082758236,462.495,252.369
