,Unnamed: 0,Nose-Neck-RShoulder,Nose-Neck-LShoulder,Neck-RShoulder-RElbow,Neck-LShoulder-LElbow,RShoulder-RElbow-RWrist,LShoulder-LElbow-LWrist,RHip-RShoulder-RElbow,LHip-LShoulder-LElbow,MidHip-RHip-RShoulder,MidHip-LHip-LShoulder,MidHip-RHip-RKnee,MidHip-LHip-LKnee,RHip-RKnee-RAnkle,LHip-LKnee-LAnkle,RKnee-RAnkle-RBigToe,LKnee-LAnkle-LBigToe,MidHip-X,MidHip-Y
955,955,86.48599652524338,93.80924758066826,116.73695575000954,121.19533794637589,130.85242801181755,112.17357092712888,29.91720744960218,35.92569323014141,93.337599127181,94.9205287016222,78.64092010980794,90.06158020119584,178.78571911238913,176.15436782905903,103.85592421295112,100.16730971970068,222.193,188.435
1035,1035,84.97079905795908,102.83738017550706,115.66130513927386,81.8482609205358,148.1015533768974,176.75777375631526,157.63633018745855,175.55761239027407,92.89598959501484,94.2816899167739,79.12860721212924,88.42315804706908,178.9299416831014,168.87661857377745,97.04884291934,93.635164913338,222.15,186.587
1066,1066,66.56016628534081,113.5156649632204,122.15450604876288,124.39764972543098,177.3076174235847,177.68522013138045,42.34406413402251,43.34638136020057,91.12341307982308,99.0617043312948,88.68244396888356,58.020578264022106,174.06755336607054,123.91201944465008,125.74312283346082,138.44431511758145,221.256,186.614
1115,1115,75.81182349755075,109.53549813640912,131.09369664819684,179.5505149726682,170.92260529706724,171.21947765901578,145.63573080503295,91.03063963534656,87.3433952576397,97.27533691265504,84.73461076979673,27.45922342563404,174.92506667809874,75.89920345300777,100.8114218199198,175.07478260174352,222.169,185.698
1215,1215,66.03063883895632,121.38932477865856,130.75492568021633,111.346138961848,173.3305014273245,176.23917067869618,145.97234827918714,149.12982348135827,97.99180124647374,84.87016310354625,106.019878443276,99.2980821527421,97.29649183616468,176.24047465265363,141.33654336617116,133.00862048167377,223.068,186.603
1372,1372,-1.0,-1.0,112.97406273419196,82.44962390545518,173.34875547465575,173.34875547465575,37.56152235745616,3.4648043928870256,108.53813249462176,121.24271937003329,65.20566657539509,8.914122411423913,172.99734519896745,131.131962043522,121.5666528309924,94.91891426138992,216.727,199.353
1391,1391,-1.0,-1.0,108.05279107985127,138.12318697483056,156.28964830572514,155.28027709754502,169.86324632598405,141.9992174157209,97.66624948874488,106.31139289850134,63.97061565636657,22.361406006122262,174.19518495044196,126.20750721294628,126.7224036046762,92.45325179437866,215.804,199.354
1487,1487,88.77890701459889,85.9362503451497,170.04499505338782,150.5946917494458,164.2525388858905,173.15520313207637,84.06251738728757,138.48112451699765,86.48237073474378,98.27841127120344,45.51209650069038,110.97060343045268,169.5227882013533,124.96519537053658,147.53992909110812,79.0741952985405,217.632,193.904
1589,1589,81.49819362606023,104.07876086733572,137.76873489986895,174.91792851014424,161.35786851240942,165.39578450008997,149.50578627649136,73.6624068346352,103.81005670701636,96.48594286660672,99.91003253727932,3.727993934557833,127.77252369233447,128.56845150386414,83.11088234697938,113.9784577344168,229.452,193.87
1661,1661,115.98293014240566,59.13919598171204,108.23830702139578,108.3563266245744,174.15864353533004,177.95893908359534,24.881900468291747,32.30359706435002,102.70387640085248,94.74491042824432,73.22359571695088,80.27123186101018,174.21967155523097,138.8370157371153,121.63691229516408,153.54303392715786,224.935,182.048
1719,1719,78.48609588914663,101.50869504874755,174.49809427920673,122.7953603101269,177.40341126408902,171.14800179061027,93.9403658128048,162.58012307871573,104.33065360682788,89.56246727624314,63.98874833965495,72.19844982463665,166.2061242547605,94.19654590138325,107.0317024388166,163.0417684201038,219.45,190.251
1833,1833,106.4096841061664,69.28035468211982,173.54209812704545,140.191503063361,173.8795951988602,167.45499058076882,90.34736721753954,141.7766275726467,99.42856225440389,101.56543578118942,83.08439014718508,69.84030990194415,176.9630248503144,96.6199125725099,122.0529706068893,172.87671552929467,270.515,187.487
