,Unnamed: 0,Nose-Neck-RShoulder,Nose-Neck-LShoulder,Neck-RShoulder-RElbow,Neck-LShoulder-LElbow,RShoulder-RElbow-RWrist,LShoulder-LElbow-LWrist,RHip-RShoulder-RElbow,LHip-LShoulder-LElbow,MidHip-RHip-RShoulder,MidHip-LHip-LShoulder,MidHip-RHip-RKnee,MidHip-LHip-LKnee,RHip-RKnee-RAnkle,LHip-LKnee-LAnkle,RKnee-RAnkle-RBigToe,LKnee-LAnkle-LBigToe,MidHip-X,MidHip-Y
612,612,100.10848776060152,79.57585895292146,55.29868888723825,143.4314647203854,73.12792568399158,40.720245538820464,37.42420320775501,64.10223830585883,100.79207771574282,94.50067607947466,16.817738476439995,155.17273266152333,104.46670468438504,102.38310216686658,121.76169259993644,125.9286054941756,172.714,158.136
1007,1007,72.5612588950646,93.13067315470497,149.0964967091868,71.4541894630875,160.32126107139578,129.59096608833892,168.80350304250706,56.08955965522004,78.76951316713084,97.22425382671685,89.95784229981837,109.12700718162164,179.99745679875872,175.8041329457481,92.16756922293668,156.6337091781886,227.153,160.318
1054,1054,47.389807815749606,163.37908032140697,124.24049808152148,25.473278162321257,101.19629853368744,101.5950288087628,3.9166295237021567,3.179587310536042,14.736033054954142,165.357196550589,87.76104937532922,89.85329233459312,179.68646151654508,177.60996453026868,177.0781563621674,174.0107615426502,45.5314,156.701
1073,1073,167.32358668117533,165.3383797733826,20.412948378208142,23.189418818377387,105.36907986255842,101.78721047140004,3.513103634943566,3.4239075595007917,14.425120560822773,164.77782013730751,87.69938805846958,87.79256014829245,177.09514520589644,177.74415829468506,175.63981987932124,179.781481461772,45.5384,156.712
1110,1110,87.42639071104792,104.14394479780802,113.9827975361966,103.67950604571011,172.01294717392753,176.10222922128688,24.523628096252523,19.318013412188662,96.16341419444824,90.95069597332572,87.58695724713789,98.4468529844816,179.54223264544112,179.76483603189138,159.17068494869145,163.960050350901,46.2503,156.718
1277,1277,83.51080363183236,96.77345404599272,176.2153696257473,175.87847371189437,167.05140625905045,167.27638707208413,95.02947506954833,98.8967854108052,95.10838536613228,92.64871644656787,14.206977905043011,172.07951003503766,104.33021200999045,95.26201256342146,140.05298392691788,144.39662935855785,126.207,157.441
1559,1559,75.80652790420551,107.67801155968031,153.28762949685805,145.5297269807712,102.86775434114004,67.89699637572333,66.81345165797534,65.6614149453927,92.87715752062564,104.1445693038254,7.624386951081314,173.2451460611193,108.55923781387824,86.75999708042647,160.65754591007595,157.93613498109167,129.821,154.512
1586,1586,85.16698964904018,94.9230677870434,178.99563133573142,137.67605775140177,178.85969227653382,103.06444983314724,102.25483291534908,53.11048813472205,100.89114082838292,96.61513957222066,104.84209454343386,93.44850574598529,178.0661911507386,102.95868792990436,70.75315878205129,138.02797582989572,141.467,152.354
1641,1641,101.70029250818276,78.26424266595292,86.53365473286591,132.60429595740243,80.91161580288743,106.80357911812374,7.640345008460729,45.92676784432269,105.81950461557192,94.50574977030104,4.049338187030536,170.52812539055898,86.84735062585874,97.45171043008968,173.22998224626738,152.8706013204956,136.336,157.416
1906,1906,111.487172319731,139.8881952517266,108.80917537855188,17.766238930761038,165.8818690669733,86.63367042574032,124.85211003323086,117.05768806408692,27.34307180140074,97.1810448663779,89.74531592595083,100.6672566170591,177.53439040673342,176.59864551943022,143.23374174699606,153.07263840190578,161.046,150.166
2035,2035,102.04033762284982,80.17372677041598,128.65494370523678,72.39851655334125,164.4321188025752,152.34166901062815,156.24971621408102,23.30826593215226,88.72780324039314,102.64825347913904,83.52208046721054,110.87637263708044,110.10731756621914,170.7840181513663,135.53634659155549,170.31786764432417,148.733,158.153
