,Unnamed: 0,Nose-Neck-RShoulder,Nose-Neck-LShoulder,Neck-RShoulder-RElbow,Neck-LShoulder-LElbow,RShoulder-RElbow-RWrist,LShoulder-LElbow-LWrist,RHip-RShoulder-RElbow,LHip-LShoulder-LElbow,MidHip-RHip-RShoulder,MidHip-LHip-LShoulder,MidHip-RHip-RKnee,MidHip-LHip-LKnee,RHip-RKnee-RAnkle,LHip-LKnee-LAnkle,RKnee-RAnkle-RBigToe,LKnee-LAnkle-LBigToe,MidHip-X,MidHip-Y
545,545,51.42942509527626,129.19551740458292,107.59653507382431,97.62957933889466,141.8078326522853,162.77553896879962,18.20473605473944,23.05000370944167,106.31846855965208,88.63893052841797,92.89616485028168,81.85625389647605,130.50418818733883,176.9312380832313,112.9484818490246,157.04927867390356,226.722,196.647
556,556,72.8979534243535,113.16493798854982,132.43621188593923,79.02870975798668,172.83584025265603,156.57365587230245,141.46351912869167,169.89796241060276,93.52421080776836,95.52720344926466,80.1908369655153,91.90506271211169,177.89730632191973,179.79972396702786,146.1297640765101,161.72376054411308,223.069,181.143
622,622,92.2985891255486,86.88058380272177,138.40789675562678,178.32295231575807,61.69956496905173,179.47390251367628,58.48659222013743,93.71346058690726,93.7719593099267,97.51196313605078,77.89812653386842,86.14325349224646,174.68945402355325,171.69748023031715,177.2915847335515,159.67650312410183,237.65,176.562
703,703,124.34314966244592,48.49929704319583,130.18764102237546,116.27051057795376,152.18473286968592,176.93868482220327,25.86959243451532,179.9304121655102,82.6428780956657,93.06967687108778,102.78878443216963,80.8913370414149,178.43173262787425,177.3482895738901,119.04609496556498,121.35729027141105,230.361,185.7
804,804,110.84516445404417,74.0197500536563,130.72393088209512,124.76301806117692,169.1649663171655,176.21551976525032,161.19064300537246,23.34699721549588,102.35541101929662,92.97612442488716,76.55555976831556,86.83178735589343,179.00282430760956,142.38029635549577,121.43844106687256,93.66088541270952,216.702,182.965
1004,1004,86.1406682206133,93.8979881897384,121.04260556106748,123.5883976426518,132.01728419998602,116.16008722902514,37.7419581604468,40.32930252965698,96.75064818566058,96.70318548526994,81.90533644473228,89.91549940323269,179.1135995579554,179.9558690693606,116.44752844308702,106.90261874496667,224.03,182.019
1106,1106,-1.0,-1.0,125.90080486042925,116.38209337601428,164.42891368068098,171.39950870739588,178.32199860443538,1.5887040003705504,98.57702402901651,90.1075228884945,72.35960153544491,94.26911602403833,174.31304813947114,178.2525387278202,110.5065399802617,98.46583924891132,221.253,179.281
1130,1130,115.19614158904484,64.7684740666259,119.07381850761789,126.31548840874947,127.85861682130135,157.3264107763284,22.66696372357724,163.9996715024764,105.09574227852062,88.80803373117944,90.15452373189552,81.87289793571402,176.45165720544415,173.73417790405145,113.0277291855869,106.7659486954672,215.797,179.303
1198,1198,65.45243384052371,121.3018985227438,153.2025734404247,176.874389679382,162.84355734132268,165.46267093669653,132.8239354182496,80.66368514908152,94.93761195155034,91.14974802068691,74.27411998687838,84.92237091651408,174.41152252778195,177.41781830313383,117.005574413466,149.08203997196114,224.924,178.401
1333,1333,106.32953371965284,74.15790742941853,164.4891669526328,128.91144373670397,162.45499168268609,162.69985060668844,79.0671384669197,152.74254815219555,100.1694249432774,96.61116966217928,82.36680900553817,76.77438870582374,170.4520328028297,176.41556628540735,156.43236020097692,125.45819664021468,209.414,181.117
1385,1385,89.87867017804686,95.03070724844171,147.64011499773574,140.03796713432726,145.90931344261514,106.23805896846238,68.4581947430833,55.9282277774144,100.8498009942591,100.7162361247971,34.79109878306234,77.84045995042001,78.35835751001771,176.96820396568182,151.64468472350504,99.14558218304016,217.638,179.305
1441,1441,93.66621732968451,80.72637115229738,137.28827409653323,131.11150880644237,179.94052932691272,170.54386420299275,153.21408208115966,42.54542630126432,99.40358564773976,96.89828069995563,82.21227631496703,86.08278726821459,176.84029814383737,176.02514351452558,152.9673129121089,131.55472393087916,233.144,182.03
1513,1513,86.94871141604678,94.27493293358208,144.39074834066176,174.46180606092497,163.44268585915103,162.34519502716412,144.87230020286023,90.4658325811235,86.54974256288794,108.7125205690636,87.2966888595906,25.08750637426471,171.93591597430228,93.8844072543761,110.59284188267048,146.4753249447428,230.368,182.021
1659,1659,128.7310439962475,50.80979300508593,135.64856182446013,133.92546837190451,96.34391646807802,175.63300098048305,53.586833046943205,52.56503154104108,91.69424810641424,104.38617161722324,78.99608399352027,121.3879811663421,137.07550215858916,174.81642613159636,107.875523407459,117.01208012221817,242.259,187.525
1686,1686,-1.0,-1.0,83.62128944411707,141.2142930064937,157.61982092560103,161.3248563067119,4.280529465464906,153.06991149391112,96.92150745109343,111.64877889328172,92.68691356921364,61.98936908750071,174.4224829086492,176.1040768869888,106.79290617418408,110.62190968636015,232.195,175.648
1714,1714,65.4895206545467,112.53789083376854,142.19501964809075,124.32838626136136,162.97308628864678,130.637173997456,150.9125875186942,30.252303467631787,106.97411111940858,98.74595906749671,70.04848114322478,97.85807730103512,176.6796253038066,172.72485251629814,122.12054107603146,122.57842480517556,240.414,176.548
1729,1729,141.12410103321542,23.206509416276983,151.25930212112195,178.20849360108753,100.31337916847788,174.0364744472157,43.5436644940314,133.1440380536011,74.73679836697323,110.58295754080471,79.68892785227179,78.82985297006552,152.5062002793916,137.5641000669217,103.0947232546324,92.55172491262137,232.216,183.858
1739,1739,81.05694994997218,93.21428566130857,107.13081127414075,123.40246030473402,174.25686664173543,173.39793384412866,11.735515775040913,171.3741961732073,94.68718194015224,92.45748453169382,115.1286083309369,65.05221830868987,167.92864201388437,127.64749451543302,103.19622437378042,83.78840109772736,234.015,182.939
1774,1774,100.22243136991202,74.41881048450304,166.29612983259213,152.82471347519882,162.96683583077785,161.11324850783825,82.80318047883814,127.74055930639,96.64544167742535,95.00644149558477,79.14490979679607,77.65598740559282,175.3258204137846,178.69850376595633,155.0479356192571,124.06283756372709,236.804,173.813
1840,1840,54.48686301998304,125.56647594665064,133.44048786096474,176.49360941963548,166.83980651656665,162.32887720467673,151.25019869624302,81.43934722512853,97.48879084783027,92.98396416065955,160.6717448099074,127.16698414797952,103.48969922097568,178.66385461203186,95.57013062590242,179.2051043906045,224.896,197.519
